"","word","twitter_zipf","youtube_zipf","shabd_zipf","twitter_youtube_zipf_avg","lm_preds_shabd_YT"
"1","सेन्टर्स",1.80242139664045,1.7262020481137,0.30932922116608,1.76431172237707,1.16807058782064
"2","जाइयेगा",2.51842474027525,3.65816816284187,1.40040969051341,3.08829645155856,2.51253520242014
"3","सींवा",1.22839012891273,1.7262020481137,0.30932922116608,1.47729608851322,0.876615289990002
"4","फटि",0.927360133248754,2.20332330283336,0.133237962110398,1.56534171804106,0.966022841875815
"5","ऑसू",2.15780905462703,2.65562097382799,0.43426795777438,2.40671501422751,1.82041081135863
"6","जीये",2.8887812273152,3.07838456622506,1.74069298532507,2.98358289677013,2.40620189964179
"7","वक्रतुण्ड",3.61488909446339,2.20332330283336,0.832207966446417,2.90910619864837,2.33057316841101
"8","दरज",1.10345139230444,2.6012633115054,0.30932922116608,1.85235735190492,1.25747813970645
"9","त्यागू",1.10345139230444,1.7262020481137,0.133237962110398,1.41482672020907,0.813179622394926
"10","आर्थात",0.927360133248754,2.42517205244971,0.30932922116608,1.67626609284923,1.07866303593483
"11","हमीं",3.48726675828487,3.25124685515054,1.78159797309133,3.3692568067177,2.79784155625573
"12","वदेंमातरम",1.10345139230444,1.7262020481137,0.133237962110398,1.41482672020907,0.813179622394926
"13","पीढियां",3.14220398129645,3.15756581227268,1.2635717306054,3.14988489678457,2.57507632049312
"14","बड़ी",5.55215771220951,5.33983248303894,4.28720518375588,5.44599509762423,4.90670360305124
"15","फड़फड़ाते",2.67554816025495,2.20332330283336,0.133237962110398,2.43943573154416,1.85363766483129
"16","विचारो",3.47390279672688,3.83341201776156,1.85339726551636,3.65365740724422,3.08664137044629
"17","लज्जास्पद",2.43251011156866,2.37941456188904,0.610359216830061,2.40596233672885,1.81964649116608
"18","हगवा",1.22839012891273,2.76759473327192,0.133237962110398,1.99799243109233,1.40536595615651
"19","आदव",1.10345139230444,2.02723204377768,0.30932922116608,1.56534171804106,0.966022841875816
"20","अमातुल्ला",1.10345139230444,2.02723204377768,0.133237962110398,1.56534171804106,0.966022841875816
"21","कनून",2.29842799552049,3.21050188746048,0.735297953438361,2.75446494149049,2.17353986309903
"22","मृतयु",1.52942012457672,2.20332330283336,0.43426795777438,1.86637171370504,1.27170928083759
"23","हंगकंग",1.10345139230444,1.7262020481137,0.133237962110398,1.41482672020907,0.813179622394926
"24","पातकी",2.04130348555559,2.02723204377768,0.610359216830061,2.03426776466663,1.44220241000564
"25","अनिती",1.32530014192079,2.02723204377768,0.133237962110398,1.67626609284923,1.07866303593483
"26","तंखा",2.23911399430451,2.53911540475655,0.873600651604642,2.38911469953053,1.80253824848509
"27","ट्वीटस",2.97268311203541,1.7262020481137,0.531177970782436,2.34944258007455,1.7622524660141
"28","बेधर्मी",1.10345139230444,1.7262020481137,0.133237962110398,1.41482672020907,0.813179622394926
"29","बहत",3.04463142890452,3.78689988846731,1.2635717306054,3.41576565868591,2.84506982434577
