"","word","twitter_zipf","youtube_zipf","wordlex_blog_zipf","twitter_youtube_zipf_avg","lm_preds_blog_YT"
"1","आइसक्रीम",2.99924214055488,2.6012633115054,3.8192604989001,2.80025272603014,3.22818233849167
"2","पहिला",3.94626857756508,3.32279914374016,4.46360955234414,3.63453386065262,3.70267553076146
"3","उद्विग्न",2.14484407746266,2.12414205678573,3.53753565843151,2.1344930671242,2.84953488653692
"4","दीपा",3.04628588607453,2.74739134718363,4.06790242510439,2.89683861662908,3.28311507717724
"5","ललित",3.45499003412009,3.60414899974288,4.21323432035454,3.52956951693149,3.64297758907268
"6","पीत",2.68702797793838,2.57130008812795,3.84790568034963,2.62916403303317,3.13087650628185
"7","अंतहीन",3.16665961237565,2.76759473327192,3.99535175795578,2.96712717282378,3.32309133940442
"8","पाहिलं",2.87918316856467,2.27027009246397,4.18012919619655,2.57472663051432,3.09991550785087
"9","सानिया",2.73013385854073,2.87233008379193,4.11532707503253,2.80123197116633,3.22873927922952
"10","तत्कालीन",3.97189989364116,3.8629226152701,4.51823050323612,3.91741125445563,3.8635606233715
"11","रोखून",2.08872813548373,2.12414205678573,3.47683781807789,2.10643509613473,2.83357705689065
"12","स्त्रीच्या",1.80242139664045,1.7262020481137,3.43108032751722,1.76431172237707,2.63899611165827
"13","भेद",4.39259422823677,4.50144830785393,4.67959850547109,4.44702126804535,4.16477365046451
"14","ज़िंदगी",4.84209984600242,4.13697928149091,4.69825205592023,4.48953956374666,4.18895571694059
"15","करतीं",3.60587851228887,3.85492433245212,4.28301779206178,3.7304014223705,3.7571997235148
"16","दोघांचे",2.11769183141905,1.90229330716938,3.57374783108595,2.00999256929421,2.77872585562043
"17","राहीली",1.98805797360237,1.7262020481137,3.6943217622918,1.85713001085803,2.69178604562013
"18","नसलेल्या",2.76305070474118,1.7262020481137,3.76687242944041,2.24462637642744,2.91217265135966
"19","पानी",5.42293915746763,5.34639017364466,5.67218387642631,5.38466466555615,4.69805360902057
"20","हिस्से",4.39311465308263,4.37260577433677,4.90820158223688,4.3828602137097,4.12828237404976
"21","मीठ",2.65571391526998,2.53911540475655,4.10522674812821,2.59741466001327,3.11281921032778
"22","अकेली",4.10083777670175,3.93705541342859,4.56319764875264,4.01894659506517,3.92130833681562
"23","महीपाल",1.32530014192079,1.90229330716938,3.17580782241391,1.61379672454508,2.55339146492478
"24","दौड़ाने",0.927360133248754,2.02723204377768,3.07889780940586,1.47729608851322,2.47575741586177
"25","असावे",2.86687938586737,2.50435329849734,4.30934673078413,2.68561634218236,3.16298347270788
"26","वाहू",1.9050837385376,1.7262020481137,3.35189908146959,1.81564289332565,2.66819045653263
"27","आणला",2.76620922398601,2.27027009246397,3.98872117905677,2.51823965822499,3.06778882693851
"28","तौर",4.66279933650024,4.67043789190718,5.29440318763768,4.66661861420371,4.28966853477686
"29","लहानपणी",2.62633013758477,2.02723204377768,4.04503954214489,2.32678109068122,2.95889773120212
"30","ज़मीन",1.62633013758477,3.90804563605847,4.43587921039899,2.76718788682162,3.20937687777005
"31","गायकों",2.56584939020339,2.87233008379193,3.71987586676419,2.71908973699766,3.1820212973726
"32","सांस्कृतिक",4.14628931833684,3.78878403234186,4.77895219503409,3.96753667533935,3.89206920397094
"33","हँसती",2.95470974102351,2.65562097382799,3.9316826780864,2.80516535742575,3.23097637284845
"34","भगवाना",2.43924349422763,2.02723204377768,3.49802711714783,2.23323776900265,2.90569543826178
"35","कोणी",3.99013008306388,3.11536813247823,4.90820158223688,3.55274910777105,3.65616086458561
"36","बरीचशी",1.32530014192079,1.7262020481137,3.21720050757214,1.52575109501724,2.5033159566982
"37","डबराल",2.10345139230443,2.02723204377768,3.6071715865729,2.06534171804106,2.81020540512527
"38","पी",4.94614382212345,5.33563636844533,5.26429829259631,5.14089009528439,4.5594080502968
"39","नसता",2.87184280539892,1.90229330716938,3.8570490597895,2.38706805628415,2.9931856391675
