"","word","twitter_zipf","youtube_zipf","shabd_zipf","twitter_youtube_zipf_avg","lm_preds_shabd_YT"
"1","राश्ट्र",1.32530014192079,2.20332330283336,0.43426795777438,1.76431172237707,1.16807058782064
"2","रहाऔर",0.927360133248754,1.90229330716938,0.30932922116608,1.41482672020907,0.813179622394926
"3","बण्ड",1.22839012891273,2.70392565340254,0.832207966446417,1.96615789115764,1.37303898778528
"4","मोलाना",3.05121177421584,3.6828506273189,2.14396182750217,3.36703120076737,2.7955815238095
"5","क्ये",1.52942012457672,2.50435329849734,0.531177970782436,2.01688671153703,1.42455250031848
"6","उवर",1.47142817759903,1.90229330716938,0.133237962110398,1.6868607423842,1.08942156742684
"7","विचारिए",1.40448138796842,1.7262020481137,0.133237962110398,1.56534171804106,0.966022841875816
"8","रबैये",1.40448138796842,1.7262020481137,0.43426795777438,1.56534171804106,0.966022841875816
"9","कामाई",1.22839012891273,2.12414205678573,0.43426795777438,1.67626609284923,1.07866303593483
"10","दोउ",3.00834718015964,2.65562097382799,1.67105705718367,2.83198407699381,2.25225809325792
"11","जपे",2.8249872245392,2.50435329849734,1.57257065594066,2.66467026151827,2.08235620580974
"12","सुभह",2.02427014625681,2.32826203944166,0.531177970782436,2.17626609284923,1.58639722084143
"13","बारडर",1.32530014192079,2.46656473760794,0.133237962110398,1.89593243976437,1.30172726313956
"14","छोड़िएगा",2.10345139230443,4.13697928149091,0.133237962110398,3.12021533689767,2.5449478208817
"15","जँ",2.27954265136012,1.7262020481137,0.30932922116608,2.00287234973691,1.41032135918734
"16","भै",3.46265425329152,2.8565358166087,1.54821131008122,3.15959503495011,2.58493665866675
"17","आरब्ध",0.927360133248754,1.90229330716938,0.30932922116608,1.41482672020907,0.813179622394926
"18","इलवा",1.22839012891273,2.02723204377768,0.43426795777438,1.62781108634521,1.02945850947089
"19","राउट",2.18263263835206,1.7262020481137,0.735297953438361,1.95441734323288,1.36111683272341
"20","पापं",2.82772726190522,1.7262020481137,0.946151318753254,2.27696465500946,1.68865342560081
"21","सरपे",1.80242139664045,2.46656473760794,0.30932922116608,2.1344930671242,1.54397803450626
"22","मेडम",3.67008526455345,4.54869703339245,2.09465905617685,4.10939114897295,3.54942457022844
"23","फ्टी",1.10345139230444,2.12414205678573,0.133237962110398,1.61379672454508,1.01522736833975
"24","परम्पराए",1.52942012457672,1.7262020481137,0.43426795777438,1.62781108634521,1.02945850947089
"25","सटिया",2.10345139230443,2.68044455755302,0.677306006460674,2.39194797492873,1.80541535003493
"26","वालोंके",1.74027348989161,2.50435329849734,0.677306006460674,2.12231339419447,1.53160996189146
"27","प्रतिसाद",3.20267148779057,2.20332330283336,1.53977814254435,2.70299739531196,2.12127619788284
"28","विपस्सना",1.22839012891273,1.7262020481137,0.30932922116608,1.47729608851322,0.876615289990002
"29","पिन्ड",1.74027348989161,2.20332330283336,0.43426795777438,1.97179839636248,1.37876674241057
"30","गावही",1.22839012891273,1.7262020481137,0.133237962110398,1.47729608851322,0.876615289990002
"31","वेबकूफ",2.10345139230443,2.84014540042053,0.832207966446417,2.47179839636248,1.88650092731717
"32","पढ्ने",3.16790938153135,2.62929203510564,0.133237962110398,2.8986007083185,2.31990517527165
"33","कमिशनखोर",1.74027348989161,1.7262020481137,0.133237962110398,1.73323776900265,1.13651597104386
"34","अाई",3.27273386380784,3.27643040116879,1.1332379621104,3.27458213248832,2.70170241915342
"35","जानबूजकर",1.74027348989161,2.57130008812795,0.133237962110398,2.15578678900978,1.56560113555667
"36","महाद्विप",0.927360133248754,1.7262020481137,0.133237962110398,1.32678109068122,0.723772070509113
"37","सभीलोग",1.9050837385376,2.27027009246397,0.133237962110398,2.08767691550079,1.49643771333631
"38","म्हाडा",2.52395722887521,1.7262020481137,0.677306006460674,2.12507963849446,1.53441899548126
"39","समझोगे",3.40880276175106,3.58050808991478,1.36368688348867,3.49465542583292,2.92517988758549
"40","मोहुआ",1.32530014192079,1.7262020481137,0.30932922116608,1.52575109501724,0.925819816453936
"41","जानकारियाँ",2.93596030501067,2.80538329416132,1.71302155872721,2.870671799586,2.29154425185039
"42","वेश्यवृत्ति",1.10345139230444,1.90229330716938,0.133237962110398,1.50287234973691,0.90258717428074
"43","पॉइंट",3.54120195512482,3.81256187878844,1.99357596868139,3.67688191695663,3.11022512546367
"44","पार्टीका",3.01726524468815,2.57130008812795,0.133237962110398,2.79428266640805,2.21397350331074
"45","सडी",2.26978281407096,2.87233008379193,1.17463064726862,2.57105644893145,1.98729434015021
"46","झोपड़ियां",2.17039818193505,1.7262020481137,0.531177970782436,1.94830011502437,1.35490498096674
"47","लावली",3.16035624364091,2.99337377651671,0.531177970782436,3.07686501007881,2.50092693517608
"48","ज़ेहन",3.32530014192079,2.46656473760794,0.133237962110398,2.89593243976437,2.31719563295276
"49","बनारहा",1.74027348989161,2.68044455755302,0.133237962110398,2.21035902372231,1.62101751377727
"50","पवित्रात्मा",1.10345139230444,1.7262020481137,0.30932922116608,1.41482672020907,0.813179622394926
"51","सौतिया",1.667722822743,1.90229330716938,0.677306006460674,1.78500806495619,1.18908706908055
"52","परमपूजनीय",2.75986904595499,2.20332330283336,0.610359216830061,2.48159617439417,1.8964502610028
"53","बिधायकों",1.10345139230444,1.90229330716938,0.133237962110398,1.50287234973691,0.90258717428074
"54","बस्तियाँ",2.94439347254753,2.6012633115054,0.873600651604642,2.77282839202647,2.19218736627895
"55","आवयशक",1.10345139230444,1.90229330716938,0.30932922116608,1.50287234973691,0.90258717428074
