"","word","twitter_zipf","youtube_zipf","wordlex_blog_zipf","twitter_youtube_zipf_avg","lm_preds_blog_YT"
"1","लग्नात",2.33390031368271,1.7262020481137,3.62296585375613,2.0300511808982,2.7901340899164
"2","बोलावले",2.34233348121957,2.02723204377768,3.6943217622918,2.18478276249862,2.87813689742535
"3","पाहिले",3.15652983578785,3.21050188746048,4.37170747482315,3.18351586162417,3.4461613160094
"4","करने",6.32792057068187,6.2458003692838,6.28315348788601,6.28686046998284,5.21117292759241
"5","पैशाची",2.21739474461127,1.90229330716938,3.32193585809215,2.05984402589032,2.80707862041151
"6","गाढ",2.15780905462703,2.57130008812795,3.51823050323612,2.36455457137749,2.98038120804811
"7","चाँदनी",3.73081724889717,2.9436859923276,4.21323432035454,3.33725162061238,3.53359775442455
"8","शिष्यत्व",1.667722822743,1.7262020481137,3.21720050757214,1.69696243542835,2.60069154400692
"9","उनकी",5.52871925950019,5.55893443723706,5.92900773661333,5.54382684836863,4.78857629864785
"10","लगतीं",2.48965299770523,2.99337377651671,3.71987586676419,2.74151338711097,3.19477463540585
"11","पढाती",1.667722822743,2.20332330283336,3.25498906846154,1.93552306278818,2.736371698967
"12","हास्य",3.57766765638069,3.63735965685367,4.4790038798344,3.60751365661718,3.68730792584209
"13","सहचरी",1.47142817759903,1.7262020481137,3.21720050757214,1.59881511285636,2.54487074875307
"14","तुझ्याच",1.88160264268808,1.7262020481137,3.35189908146959,1.80390234540089,2.66151307904843
"15","अन्य",5.2090864542642,5.13180450332301,5.5549319684843,5.1704454787936,4.57621752576982
"16","भविष्यकाळ",1.77245817326301,1.7262020481137,3.17580782241391,1.74933011068835,2.63047539548657
"17","भड़ास",1.10345139230444,3.27643040116879,3.59078117038473,2.18994089673661,2.88107056028691
"18","प्रयत्न",4.1400802876666,3.86608113451493,5.07562832484101,4.00308071109076,3.91228469523633
"19","दारात",2.63916736228994,2.27027009246397,3.75559141903072,2.45471872737696,3.03166161753245
"20","सदानंद",2.68323498892125,2.62929203510564,4.02090586242817,2.65626351201344,3.1462891984267
"21","पहुंच",4.80608294448227,4.7440697670772,5.03674444311401,4.77507635577974,4.35135332889613
"22","बताते",4.88160264268808,4.94144293517905,4.93471971481189,4.91152278893357,4.42895655034532
"23","बड़ा",2.13148011590468,5.192105146287,5.15261615975198,3.66179263109584,3.71817881912336
"24","हँसने",3.30484851662489,3.16553474194396,4.05086908580561,3.23519162928442,3.47555164852747
"25","दीखता",2.79951640599705,3.60986348326731,4.07343491370435,3.20468994463218,3.45820396904674
