"","word","twitter_zipf","youtube_zipf","wordlex_blog_zipf","twitter_youtube_zipf_avg","lm_preds_blog_YT"
"1","भृंगराज",1.32530014192079,1.7262020481137,2.95395907279756,1.52575109501724,2.5033159566982
"2","भेनचो",1.10345139230444,2.02723204377768,2.47683781807789,1.56534171804106,2.52583292408835
"3","सरों",2.57081280973494,2.42517205244971,3.07889780940586,2.49799243109233,3.05627331851084
"4","विकले",2.4524049402856,1.90229330716938,3.17580782241391,2.17734912372749,2.87390905282439
"5","काटूँ",1.47142817759903,1.7262020481137,2.65292907713358,1.59881511285636,2.54487074875307
"6","मचलते",2.29842799552049,2.27027009246397,3.43108032751722,2.28434904399223,2.93476471841727
"7","क्यारी",2.61310187185102,2.50435329849734,3.53753565843151,2.55872758517418,3.09081613141567
"8","घरातच",2.80530708487794,1.7262020481137,3.28975117472075,2.26575456649582,2.92418920301879
"9","महानता",3.90393935188886,4.00151340265551,4.02090586242817,3.95272637727219,3.88364592155843
"10","नार्थ",3.29935104471367,3.33365707132836,3.28975117472075,3.31650405802102,3.52179768272539
"11","प्रिसिंपल",2.02427014625681,1.90229330716938,2.95395907279756,1.96328172671309,2.7521592992282
"12","जारों",1.10345139230444,1.90229330716938,2.47683781807789,1.50287234973691,2.49030378558143
"13","इन्होने",3.54905559557803,3.99219841860877,4.25498906846154,3.7706270070934,3.78007782217243
"14","मुण्डों",1.22839012891273,1.90229330716938,2.47683781807789,1.56534171804106,2.52583292408835
"15","बोतलों",3.05121177421584,2.91653374628399,3.53753565843151,2.98387276024991,3.33261530789
"16","घेतोय",2.35872389740774,1.7262020481137,3.21720050757214,2.04246297276072,2.79719323400851
"17","अम्ब्रेला",1.32530014192079,1.90229330716938,2.87477782674993,1.61379672454508,2.55339146492478
"18","योगसाधक",0.927360133248754,1.7262020481137,2.47683781807789,1.32678109068122,2.39015276912827
"19","सागरो",1.52942012457672,1.7262020481137,2.47683781807789,1.62781108634521,2.56136206259527
"20","गिरफ्तार",5.20966496161932,4.75171272096628,4.26922950757615,4.9806888412928,4.46829439417117
"21","तालिबान",3.60633350916852,4.85749984471132,4.21720050757214,4.23191667693992,4.04243399795434
"22","कीड",2.26978281407096,2.02723204377768,2.77786781374188,2.14850742892432,2.85750548420742
"23","खींचेंगे",1.85677905896305,2.32826203944166,2.77786781374188,2.09252054920235,2.82566322842332
"24","बदरुदीन",1.32530014192079,1.7262020481137,2.47683781807789,1.52575109501724,2.5033159566982
"25","साजे",2.81666183575506,2.50435329849734,3.25498906846154,2.6605075671262,3.14870298339085
"26","जहाजों",2.83315601361662,3.08792988413129,3.49802711714783,2.96054294887396,3.31934659520379
"27","लाठीमार",1.88160264268808,2.27027009246397,2.65292907713358,2.07593636757603,2.81623105867323
"28","परिकल्पनाओं",1.32530014192079,1.7262020481137,2.47683781807789,1.52575109501724,2.5033159566982
"29","अदित्य",2.07348816892699,2.27027009246397,2.47683781807789,2.17187913069548,2.87079802184486
"30","पहिरोले",2.60405374287362,1.7262020481137,2.65292907713358,2.16512789549366,2.86695829083605
"31","छन्नूलाल",2.69078812681169,1.90229330716938,2.87477782674993,2.29654071699053,2.9416986710143
"32","कॉपी",4.45640530401452,4.13950181219495,4.32193585809215,4.29795355810473,4.0799921414279
"33","हिमालयन",2.59011796493033,1.7262020481137,2.47683781807789,2.15816000652201,2.86299533908713
"34","निरानंद",0.927360133248754,1.7262020481137,2.47683781807789,1.32678109068122,2.39015276912827
"35","फिदरत",2.18263263835206,2.46656473760794,2.47683781807789,2.32459868798,2.95765650066058
"36","ड्रायविंग",1.74027348989161,1.90229330716938,2.47683781807789,1.82128339853049,2.67139846545143
"37","मांगने",4.60226718006788,4.54044964384562,4.299659463381,4.57135841195675,4.23548977466277
"38","कमलाकर",1.62633013758477,1.7262020481137,2.65292907713358,1.67626609284923,2.5889206034317
"39","ओछी",3.68891212181294,3.74114239790663,3.35189908146959,3.71502725985978,3.74845574604073
"40","ह्यूरोज़",0.927360133248754,1.7262020481137,2.47683781807789,1.32678109068122,2.39015276912827
"41","बुज़ुर्गो",2.18263263835206,1.7262020481137,2.47683781807789,1.95441734323288,2.74711772578193
"42","ढगाला",1.40448138796842,1.7262020481137,2.65292907713358,1.56534171804106,2.52583292408835
"43","मैगजीन",3.54697513899156,3.04842134284761,3.62296585375613,3.29769824091959,3.51110196899127
"44","परिचारक",2.57081280973494,1.90229330716938,2.95395907279756,2.23655305845216,2.907580992434
"45","जायदादें",1.10345139230444,1.7262020481137,2.47683781807789,1.41482672020907,2.44022827735485
"46","वाणिज्यिक",2.84904660873236,2.68044455755302,3.35189908146959,2.76474558314269,3.2079878298568
"47","पथरी",2.85421684219845,3.1494479220505,3.07889780940586,3.00183238212447,3.3428297523519
"48","कार्नर",2.15780905462703,2.53911540475655,3.07889780940586,2.34846222969179,2.9712287697864
"49","तृतिय",1.47142817759903,1.90229330716938,2.47683781807789,1.6868607423842,2.59494625697965
"50","गृहमंत्री",4.81404822015238,4.26902747507287,4.03913068253437,4.54153784761263,4.21852947892585
"51","जोडकर",3.07193434085837,3.19602406409186,3.25498906846154,3.13397920247511,3.41798759068041
"52","बढ़ाऊंगा",2.08872813548373,1.7262020481137,2.65292907713358,1.90746509179871,2.72041386932073
"53","क्योन्कि",0.927360133248754,1.7262020481137,2.77786781374188,1.32678109068122,2.39015276912827
"54","पाचसो",1.22839012891273,1.7262020481137,2.47683781807789,1.47729608851322,2.47575741586178
"55","अमोलक",1.98805797360237,1.90229330716938,2.65292907713358,1.94517564038587,2.74186155384671
"56","परिपुर्ण",1.5805726470241,1.7262020481137,2.77786781374188,1.6533873475689,2.57590843231493
"57","जोति",1.88160264268808,2.02723204377768,2.65292907713358,1.95441734323288,2.74711772578193
"58","जांचनी",1.10345139230444,1.7262020481137,2.47683781807789,1.41482672020907,2.44022827735485
"59","डाइविंग",1.32530014192079,1.7262020481137,2.65292907713358,1.52575109501724,2.5033159566982
"60","पारियो",1.9050837385376,2.12414205678573,2.65292907713358,2.01461289766167,2.78135364410255
"61","ठाउँका",1.74027348989161,1.7262020481137,2.47683781807789,1.73323776900265,2.62132295722485
"62","पम्मी",2.13148011590468,1.7262020481137,2.47683781807789,1.92884108200919,2.73257135606227
"63","चबाके",0.927360133248754,1.7262020481137,2.47683781807789,1.32678109068122,2.39015276912827
"64","चमेली",2.92736013324875,2.96924009679999,3.74400954648091,2.94830011502437,3.31238354513033
"65","चालणारी",1.94854943231869,1.7262020481137,3.17580782241391,1.83737574021619,2.68055090371315
"66","जुए",2.77554925024015,2.8565358166087,3.59078117038473,2.81604253342443,3.23716271189929
"67","ब्राहण",1.7055113836324,2.02723204377768,2.65292907713358,1.86637171370504,2.69704221755535
"68","सेक्सन",1.8304501202407,2.50435329849734,2.77786781374188,2.16740170936902,2.86825151102235
"69","थिंकिंग",2.38220499325726,2.65562097382799,3.07889780940586,2.51891298354263,3.06817177732075
"70","गौरया",1.22839012891273,1.90229330716938,2.65292907713358,1.56534171804106,2.52583292408835
"71","कामदेव",2.58537152990587,3.36965472459988,3.59078117038473,2.97751312725287,3.32899829866229
"72","उखाडने",1.5805726470241,2.42517205244971,2.65292907713358,2.00287234973691,2.77467626661835
"73","हकीगत",1.40448138796842,2.32826203944166,2.65292907713358,1.86637171370504,2.69704221755535
"74","ग्रांटेड",1.47142817759903,2.12414205678573,2.87477782674993,1.79778511719238,2.65803393632299
"75","छांट",2.69451599933093,3.11536813247823,3.45456142336674,2.90494206590458,3.2877238731281
"76","विजयनगर",2.88640152556985,2.42517205244971,2.77786781374188,2.65578678900978,3.14601806462007
"77","रेसिडेंट",1.98805797360237,1.7262020481137,2.47683781807789,1.85713001085803,2.69178604562013
"78","सोप्या",2.6982121448909,2.42517205244971,3.57374783108595,2.56169209867031,3.09250218353159
