"","word","twitter_zipf","youtube_zipf","wordlex_blog_zipf","twitter_youtube_zipf_avg","lm_preds_blog_YT"
"1","बेजुबा",2.13148011590468,2.12414205678573,2.47683781807789,2.12781108634521,2.84573454363219
"2","देवियों",3.10920372119353,2.8565358166087,3.28975117472075,2.98286976890111,3.33204486161336
"3","कॉलिंग",3.07193434085837,3.01623665947621,2.95395907279756,3.04408550016729,3.36686100037067
"4","तुफां",1.98805797360237,2.27027009246397,2.47683781807789,2.12916403303317,2.84650402524493
"5","कोनें",1.10345139230444,1.7262020481137,2.87477782674993,1.41482672020907,2.44022827735485
"6","नादारी",1.47142817759903,1.7262020481137,2.65292907713358,1.59881511285636,2.54487074875307
"7","बेफ़िक्री",2.29842799552049,1.7262020481137,2.77786781374188,2.01231502181709,2.78004673879248
"8","निग्रह",1.94854943231869,2.02723204377768,2.95395907279756,1.98789073804818,2.76615555044665
"9","पाठन",2.89350186598779,3.1494479220505,2.95395907279756,3.02147489401914,3.35400133203447
"10","मुद्द्यावरून",2.22839012891273,1.7262020481137,2.87477782674993,1.97729608851322,2.76012989689869
"11","रोयल",1.88160264268808,2.12414205678573,2.47683781807789,2.00287234973691,2.77467626661835
"12","प्लेटफॉर्मों",1.74027348989161,1.90229330716938,2.47683781807789,1.82128339853049,2.67139846545143
"13","श्रि",2.04130348555559,2.82311206112175,2.77786781374188,2.43220777333867,3.0188586258317
"14","अफगाण",1.22839012891273,2.53911540475655,3.17580782241391,1.88375276683464,2.70692760395835
"15","उत्तराँचल",1.52942012457672,1.7262020481137,2.77786781374188,1.62781108634521,2.56136206259527
"16","समझाएँगे",2.52395722887521,1.7262020481137,2.47683781807789,2.12507963849446,2.84418104642791
"17","तरंगें",2.42567068703835,2.12414205678573,3.32193585809215,2.27490637191204,2.92939424624315
"18","स्वास",2.97268311203541,3.27643040116879,3.32193585809215,3.1245567566021,3.41262862205972
"19","विकी",2.58537152990587,2.7262020481137,3.07889780940586,2.65578678900978,3.14601806462007
"20","बंदूकों",3.02600385906581,2.62929203510564,3.43108032751722,2.82764794708572,3.24376323245194
"21","लीविंग",2.31652621761329,1.7262020481137,2.95395907279756,2.02136413286349,2.78519337511136
"22","प्रेरणाओं",2.24957942798267,1.7262020481137,2.77786781374188,1.98789073804818,2.76615555044665
"23","दस्तावेज़ों",2.51282086275725,1.7262020481137,3.17580782241391,2.11951145543548,2.84101417036521
"24","परिमाणों",0.927360133248754,1.7262020481137,2.47683781807789,1.32678109068122,2.39015276912827
"25","काँपे",2.71623524902417,1.7262020481137,2.87477782674993,2.22121864856893,2.89885962406654
"26","वॉक",3.27663766071671,3.00495564906652,3.28975117472075,3.14079665489162,3.42186498239647
"27","अंबा",2.57081280973494,2.42517205244971,2.65292907713358,2.49799243109233,3.05627331851084
"28","अदाओं",3.0479340644546,2.80538329416132,3.57374783108595,2.92665867930796,3.30007508759458
"29","सँवार",2.74027348989161,2.37941456188904,3.13005033185324,2.55984402589032,3.09145110144843
"30","अंगुठा",1.8304501202407,2.53911540475655,2.47683781807789,2.18478276249862,2.87813689742535
"31","फ़ौलाद",2.13148011590468,1.90229330716938,2.47683781807789,2.01688671153703,2.78264686428885
"32","लाज़िमी",2.55574906329907,2.12414205678573,2.65292907713358,2.3399455600424,2.96638495682966
"33","नुस्ख़ा",2.24957942798267,1.7262020481137,2.47683781807789,1.98789073804818,2.76615555044665
"34","चेताते",1.92736013324875,1.90229330716938,2.87477782674993,1.91482672020907,2.72460075839177
"35","मसि",3.04130348555559,2.20332330283336,3.17580782241391,2.62231339419447,3.12698023995535
"36","ठगि",1.92736013324875,1.90229330716938,2.47683781807789,1.91482672020907,2.72460075839177
"37","भलिभाँति",0.927360133248754,1.7262020481137,2.47683781807789,1.32678109068122,2.39015276912827
"38","लज्जित",3.20725511326039,3.21756374194797,3.66716951624819,3.21240942760418,3.46259438609688
"39","बोस्टन",2.84117398563247,1.7262020481137,3.21720050757214,2.28368801687308,2.93438876257346
"40","झुकाओ",2.59945799118447,2.50435329849734,2.95395907279756,2.5519056448409,3.08693618721955
